name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Morcilla",morcilla,restaurant,pittsburgh,,,eat@morcillapittsburgh.com,(412) 652-9924,http://morcillapittsburgh.com/,website_scrape
"Alla Famiglia",allafamiglia,restaurant,pittsburgh,,,info@allafamiglia.com,(412) 488-1440,http://www.allafamiglia.com/,domain_guess
"Monterey Bay Fish Grotto",montereybayfishgrotto,seafood,pittsburgh,,,livia@andocia.com,(412) 481-4414,http://www.montereybayfishgrotto.com/,website_scrape
"The Forge",theforge,restaurant,pittsburgh,,,user@domain.com,(412) 408-3322,http://www.theforgepgh.com/,website_scrape
"The Abbey on Butler Street",theabbeyonbutlerstreet,restaurant,pittsburgh,,,events@theabbeyonbutler.com,(412) 682-0200,http://theabbeyonbutlerstreet.com/,website_scrape
"The Nook",thenook,restaurant,pittsburgh,,,nookpgh@gmail.com,(412) 505-5685,http://nookpgh.com/,website_scrape
"Piccolo Forno",piccoloforno,restaurant,pittsburgh,,,PiccoloFornoPGH@gmail.com,(412) 622-0111,http://www.piccolo-forno.com/,website_scrape
"The Church Brew Works",thechurchbrewworks,cafe,pittsburgh,,,info@churchbrew.com,(412) 688-8200,http://www.churchbrew.com/,domain_guess
"The Vandal",thevandal,restaurant,pittsburgh,,,emily@thevandalpgh.com,(412) 251-0465,http://www.thevandalpgh.com/,website_scrape
"Industry Public House",industrypublichouse,restaurant,pittsburgh,,,reservations@industrypgh.com,(412) 683-1100,http://industrypgh.com/,website_scrape
"The Porch",theporch,restaurant,pittsburgh,,,info@dineattheporch.com,(412) 687-6724,https://www.dineattheporch.com/,domain_guess
"The PA Market",thepamarket,restaurant,pittsburgh,,,user@domain.com,(412) 904-1332,https://www.thepamarket.com/,website_scrape
"Coop De Ville",coopdeville,restaurant,pittsburgh,,,info@coopdevillepgh.com,(412) 991-2667,https://www.coopdevillepgh.com/,domain_guess
"Kaya",kaya,restaurant,pittsburgh,,,kaya@bigburrito.com,(412) 261-6565,https://kaya.menu/,website_scrape
"Cellars Speakeasy",cellarsspeakeasy,restaurant,pittsburgh,,,Cellars@thecommonplea.com,(412) 912-9134,https://www.cellarsspeakeasy.com/,website_scrape
"Pizza Lupo",pizzalupo,pizza,pittsburgh,,,mymail@mailservice.com,(412) 782-9922,http://www.pizza-lupo.com/,website_scrape
"Pizza Parma",pizzaparma,pizza,pittsburgh,,,parma1000@gmail.com,(412) 577-7300,http://downtown.pizzaparma.us/,website_scrape
"Proper Brick Oven & Tap Room",properbrickoventaproom,restaurant,pittsburgh,,,jimi@properpittsburgh.com,(412) 281-5700,https://properpgh.com/,website_scrape
"Spak Brothers",spakbrothers,restaurant,pittsburgh,,,spakhelp@gmail.com,,http://www.spakbrothers.com/,website_scrape
"Hofbräuhaus Pittsburgh",hofbruhauspittsburgh,restaurant,pittsburgh,,,info@hofbrauhauspittsburgh.com,(412) 224-2328,http://www.hofbrauhauspittsburgh.com/,domain_guess
"The Urban Tap",the-urban-tap,restaurant,pittsburgh,,,events@theurbantap.com,(412) 404-7723,http://www.theurbantap.com/,website_scrape
"Streets",streets,restaurant,pittsburgh,,,info@streetsoncarson.com,(412) 918-1006,http://www.streetsoncarson.com/,website_scrape
"Dish Osteria Bar",dishosteriabar,restaurant,pittsburgh,,,info@dishosteria.com,(412) 390-2012,http://www.dishosteria.com/,domain_guess
"Steel Mill Saloon",steelmillsaloon,restaurant,pittsburgh,,,contact@steelmillsaloon.com,(412) 586-4926,http://www.steelmillsaloon.com/,website_scrape
"The Yard",theyard,restaurant,pittsburgh,,,info@theyardpgh.com,(412) 291-8182,http://www.theyardpgh.com/,domain_guess
"The Commoner",thecommoner,restaurant,pittsburgh,,,info@thecommonerpgh.com,(412) 230-4800,https://www.thecommonerpgh.com/,website_scrape
"Café Momentum Pittsburgh",cafmomentumpittsburgh,cafe,pittsburgh,,,info@cafemomentum.org,(412) 315-7765,http://www.cafemomentum.org/pittsburgh,domain_guess
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,pittsburgh,,,,,,
"HOME - Red Tea House",home-redteahouse,tea,pittsburgh,,,info@redteahousepgh.com,(412) 561-6336,https://www.redteahousepgh.com/,domain_guess
"The Urban Tap - Pittsburgh, PA 15203 (Menu & Order Online)",theurbantap-pittsburghpa15203menuorderon,restaurant,pittsburgh,,,events@theurbantap.com,(412) 586-7499,http://theurbantap.com/,website_scrape
"FABLED TABLE - PITTSBURGH, PA 15212 (Menu & Order Online)",fabledtable-pittsburghpa15212menuorderon,restaurant,pittsburgh,,,info@latinotype.com,(412) 330-7452,http://fabledtable.com/,website_scrape
"Home - Dijlah Restaurant & Cafe",home-dijlahrestaurantcafe,cafe,pittsburgh,,,info@dijlahrestaurantcafe.menufy.com,(412) 452-9454,https://dijlahrestaurantcafe.menufy.com/,domain_guess
"NORTH SHORE CAFE - PITTSBURGH, PA 15233 (Menu ...",northshorecafe-pittsburghpa15233menu,cafe,pittsburgh,,,merryjanescatering@gmail.com,(412) 323-2484,https://cardellobuilding.com/north-shore-cafe/,website_scrape
"Severina - Pittsburgh, PA 152291604 (Menu & Order Online)",severina-pittsburghpa152291604menuordero,restaurant,pittsburgh,,,,,,
"SAUSALIDO - Pittsburgh, PA 152241922 (Menu & Order Online)",sausalido-pittsburghpa152241922menuorder,restaurant,pittsburgh,,,info@sausalido.net,(412) 683-4575,http://www.sausalido.net/,domain_guess
"Home - THE SPOT",home-thespot,restaurant,pittsburgh,,,info@spotpgh.com,(412) 403-1566,https://spotpgh.com/,domain_guess
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,pittsburgh,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"RestaurantGPT",restaurantgpt,restaurant,pittsburgh,,,info@wearefoundingfarmers.com,(202) 822-8783,https://www.wearefoundingfarmers.com/location/dc/,domain_guess
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,pittsburgh,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Pita Jungle",pitajungle,mediterranean,pittsburgh,,,catering@pitaland.com,(412) 531-5040,http://pitaland.com/,website_scrape
"Family Express",familyexpress,restaurant,pittsburgh,,,info@coopdevillepgh.com,(412) 991-2667,https://www.coopdevillepgh.com/,domain_guess
"Norms",norms,restaurant,pittsburgh,,,anniejlank@gmail.com,(763) 684-0300,http://www.normswayside.com/,website_scrape
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,pittsburgh,,,,,,
"Pita Jungle Catering",pitajunglecatering,mediterranean,pittsburgh,,,info@pitamyshawarma.com,(412) 251-1279,http://pitamyshawarma.com/,domain_guess
"Modern Market",modernmarket,restaurant,pittsburgh,,,user@domain.com,(412) 321-4550,http://themoderncafe.com/,website_scrape
"Lechon",lechon,restaurant,portland,,,user@domain.com,(503) 219-9000,http://lechonpdx.com/,website_scrape
"The Observatory",theobservatory,restaurant,portland,,,user@domain.com,(503) 445-6284,http://www.theobservatorypdx.com/,website_scrape
"Andina",andina,restaurant,portland,,,user@domain.com,(503) 228-9535,https://www.andinarestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,website_scrape
"kann",kann,restaurant,portland,,,user@domain.com,(971) 489-2202,https://kannrestaurant.com/,website_scrape
"Farmhouse Kitchen Thai Cuisine | Pearl District",farmhousekitchenthaicuisinepearldistrict,thai,portland,,,info@farmhousethai.com,(971) 754-4966,https://farmhousethai.com/pearl-district?utm_source=google,domain_guess
"OX Restaurant",oxrestaurant,restaurant,portland,,,user@domain.com,(503) 284-3366,https://oxpdx.com/,website_scrape
"Arden Restaurant Portland",ardenrestaurantportland,restaurant,portland,,,Info@ardenwinebarandkitchen.com,(503) 206-6097,https://www.ardenpdx.com/,website_scrape
"Brix Tavern - Pearl",brixtavern-pearl,restaurant,portland,,,marketing@brixtavern.com,(503) 943-5995,http://brixtavern.com/,website_scrape
"Via Delizia",viadelizia,deli,portland,,,viadeliziapdx@gmail.com,(503) 225-9300,http://viadelizia.com/,website_scrape
"Janken",janken,restaurant,portland,,,user@domain.com,(503) 841-6406,http://jankenrestaurant.com/,website_scrape
"Urdaneta",urdaneta,restaurant,portland,,,info@urdanetapdx.com,(503) 288-1990,http://urdanetapdx.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=c7f735f4-6328-4caf-9665-b2fdfaf42804,website_scrape
"Gumba",gumba,restaurant,portland,,,gumbacart@gmail.com,(503) 975-5951,http://gumba-pdx.com/,website_scrape
"Bye and Bye",byeandbye,restaurant,portland,,,info@thebyeandbye.com,,http://www.thebyeandbye.com/,domain_guess
"Terra Mae",terramae,restaurant,portland,,,greetings@terramaepdx.com,(503) 782-1611,http://terramaepdx.com/,website_scrape
"Petite Provence Boulangerie & Patisserie",petiteprovenceboulangeriepatisserie,restaurant,portland,,,info@provencepdx.com,(503) 284-6564,https://www.provencepdx.com/,website_scrape
"thơm® Portland",thmportland,restaurant,portland,,,,,,
"DarSalam Restaurant & Catering (Alberta)",darsalamrestaurantcateringalberta,restaurant,portland,,,darsalamrestaurant@gmail.com,(503) 206-6148,https://darsalamrestaurant.com/,website_scrape
"Kinboshi Ramen",kinboshiramen,japanese,portland,,,info@kinboshiramen.com,(503) 894-9021,https://www.kinboshiramen.com/se-ankeny-menu,domain_guess
"Kizuki Ramen & Izakaya (Uptown)",kizukiramenizakayauptown,japanese,portland,,,carmel@kizuki.com,(877) 839-5498,https://www.kizuki.com/,website_scrape
"Wu-Rons",wu-rons,restaurant,portland,,,,,,
"Toya Ramen & Bar",toyaramenbar,japanese,portland,,,info@toyaramen.com,(971) 420-9672,https://www.toyaramen.com/,website_scrape
"Ramen Ryoma",ramenryoma,japanese,portland,,,info@ramenryoma.net,(503) 221-5685,https://www.ramenryoma.net/,domain_guess
"AFURI IZAKAYA SE PORTLAND",afuriizakayaseportland,japanese,portland,,,user@domain.com,(971) 386-2945,https://afuri.us/,website_scrape
"Baka Umai",bakaumai,restaurant,portland,,,info@bakaumai.com,(971) 521-3822,http://www.bakaumai.com/,website_scrape
"Ramen Ryoma Beaverton",ramenryomabeaverton,japanese,portland,,,info@ramenryoma.net,(503) 605-1688,http://www.ramenryoma.net/,domain_guess
"Kizuki Ramen & Izakaya (Beaverton)",kizukiramenizakayabeaverton,japanese,portland,,,carmel@kizuki.com,(877) 839-3344,https://www.kizuki.com/,website_scrape
"Tabor Tavern",tabortavern,restaurant,portland,,,info@tabortavern.com,(503) 208-3544,http://www.tabortavern.com/,domain_guess
"The Eastburn",theeastburn,restaurant,portland,,,info@theeastburn.com,(503) 236-2876,http://theeastburn.com/,website_scrape
"Flattop & Salamander",flattopsalamander,restaurant,portland,,,user@domain.com,(503) 477-9651,http://flattopsalamander.com/,website_scrape
"HunnyMilk",hunnymilk,restaurant,portland,,,user@domain.com,(503) 238-1058,http://www.hunnymilk.com/,website_scrape
"Eggs & Co.",eggsco,breakfast,portland,,,,,,
"Gravy",gravy,restaurant,portland,,,gravymg@gmail.com,(503) 287-8800,https://gravyrestaurant.com/,website_scrape
"Stepping Stone Cafe",steppingstonecafe,cafe,portland,,,user@domain.com,(503) 222-1132,http://www.steppingstonecafe.com/,website_scrape
"CARTOPIA FOOD CARTS",cartopiafoodcarts,restaurant,portland,,,user@domain.com,,http://www.cartopiafoodcarts.com/,website_scrape
"Hawthorne Asylum Food Cart Pod",hawthorneasylumfoodcartpod,restaurant,portland,,,,,,
"Hinterland Bar & Food Carts",hinterlandbarfoodcarts,restaurant,portland,,,user@domain.com,,http://www.hinterlandpdx.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=ca350456-360d-4bd3-b804-3334b1b81293,website_scrape
"Park the Carts",parkthecarts,restaurant,portland,,,info@parkthecarts.com,(808) 203-4134,http://parkthecarts.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Button&utm_campaign=Organic,domain_guess
"Piedmont Station Food Carts",piedmontstationfoodcarts,restaurant,portland,,,info@facebook.com,(971) 645-3032,https://facebook.com/PiedmontStationFoodCarts,domain_guess
"Farmer and the Beast- NW Portland",farmerandthebeast-nwportland,restaurant,portland,,,info@order.toasttab.com,(971) 319-0656,https://order.toasttab.com/online/locations/41cdadc5-b507-4a09-9dc8-b223075ff3bc/default,domain_guess
"Cartside Food Carts",cartsidefoodcarts,restaurant,portland,,,brooklyn@vincent.com,(971) 825-4247,https://www.cartsidepdx.com/,website_scrape
"Tokyo Sando",tokyosando,restaurant,portland,,,u003einfo@company.com,(971) 254-3744,http://www.tokyosando.com/,website_scrape
"The Heist Bar & Food Carts",theheistbarfoodcarts,restaurant,portland,,,carts@theheistpdx.com,(503) 206-8732,https://theheistpdx.com/,website_scrape
"WonderLove",wonderlove,restaurant,portland,,,info@wonderlovepdx.com,(503) 308-8369,https://wonderlovepdx.com/,website_scrape
"Apizza Scholls",apizzascholls,pizza,portland,,,info@apizzascholls.com,(503) 233-1286,http://apizzascholls.com/,domain_guess
"Secret Pizza Society",secretpizzasociety,pizza,portland,,,hello@secretpizzasociety.com,(503) 946-1926,https://secretpizzasociety.com/,website_scrape
"GRANA Pizza Napoletana",granapizzanapoletana,pizza,portland,,,info@granapdx.com,(971) 509-2646,http://www.granapdx.com/,website_scrape
"Pizza Thief",pizzathief,pizza,portland,,,info@pizzathief.com,(503) 719-7778,http://www.pizzathief.com/,website_scrape
"The Turning Peel Pizza",theturningpeelpizza,pizza,portland,,,theturningpeel@gmail.com,,https://www.theturningpeel.com/,website_scrape
"Gracie’s Apizza",graciesapizza,pizza,portland,,,user@domain.com,(971) 264-1864,http://www.graciesapizza.com/,website_scrape
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,portland,,,,,,
"Mama Rosa – Mexican Food in Olive Branch",mamarosamexicanfoodinolivebranch,mexican,portland,,,info@mamasrosa.com,(662) 880-0068,https://mamasrosa.com/,domain_guess
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,portland,,,user@domain.com,(704) 919-1919,http://www.confusionloso.com/,website_scrape
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,portland,,,user@domain.com,(980) 549-1999,https://restaurantconstance.com/,website_scrape
"Home - THAI HOT POT HEAVEN",home-thaihotpotheaven,thai,portland,,,info@thaihotpotheaven.menufy.com,(503) 223-2182,https://thaihotpotheaven.menufy.com/,domain_guess
"Studio One Theaters",studioonetheaters,restaurant,portland,,,info@studioonetheater.com,(971) 271-8142,https://studioonetheater.com/,domain_guess
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,portland,,,,,,
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,portland,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Restaurant Marketing & Commerce Platform",restaurantmarketingcommerceplatform,restaurant,portland,,,user@domain.com,(651) 494-2257,https://www.therestaurantproject.co/,website_scrape
"BentoBox",bentobox,restaurant,portland,,,info@bigdaddysbento.com,(503) 208-6626,https://bigdaddysbento.com/,domain_guess
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,portland,,,contactme@mtibmore.com,(410) 845-1289,http://www.bmoreequipment.com/,website_scrape
"Looking For Delivery Fulfillment For Your Restaurant?",lookingfordeliveryfulfillmentforyourrest,deli,portland,,,info@restaurantdepot.com,(512) 454-5600,https://www.restaurantdepot.com/?utm_source=listings&utm_medium=search&utm_campaign=traffic-tracking&utm_content=West-Coast&utm_term=701-TEXAS/OKC,domain_guess
"Pre",pre,restaurant,portland,,,info@ammoora.com,(443) 940-6610,https://ammoora.com/,domain_guess
"The Mill Raleigh",themillraleigh,restaurant,raleigh,,,info@themillraleigh.com,(984) 218-1558,http://themillraleigh.com/,domain_guess
"Flavor Hills",flavorhills,restaurant,raleigh,,,info@theflavorhills.com,(919) 615-1338,https://www.theflavorhills.com/,domain_guess
"RH Rooftop Restaurant at RH Raleigh",rhrooftoprestaurantatrhraleigh,restaurant,raleigh,,,RALEIGH@RH.COM,(984) 789-3260,https://rh.com/us/en/raleigh/restaurant,website_scrape
"Vidrio",vidrio,restaurant,raleigh,,,WeCare@VidrioRaleigh.com,(919) 803-6033,https://www.vidrioraleigh.com/,website_scrape
"Madre",madre,restaurant,raleigh,,,user@domain.com,(919) 594-1871,https://www.madreraleigh.com/,website_scrape
"Stanbury",stanbury,restaurant,raleigh,,,info@stanburyraleigh.com,(919) 977-4321,http://www.stanburyraleigh.com/,domain_guess
"Second Empire Restaurant and Tavern",secondempirerestaurantandtavern,restaurant,raleigh,,,info@second-empire.com,(919) 829-3663,http://www.second-empire.com/,domain_guess
"Angus Barn",angusbarn,restaurant,raleigh,,,info@angusbarn.com,(919) 781-2444,https://www.angusbarn.com/,domain_guess
"Guglhupf Restaurant",guglhupfrestaurant,restaurant,raleigh,,,info@guglhupf.com,(919) 401-2600,http://www.guglhupf.com/,domain_guess
"Little Bull",littlebull,restaurant,raleigh,,,info@littlebullnc.com,(919) 251-8989,http://littlebullnc.com/,website_scrape
"HAWTHORNE & WOOD",hawthornewood,restaurant,raleigh,,,nealb@hawthorneandwood.com,(919) 240-4337,http://hawthorneandwood.com/,website_scrape
"Bluebird",bluebird,restaurant,raleigh,,,info@bluebirdnc.com,(919) 213-9882,https://www.bluebirdnc.com/,website_scrape
"One40 Social",one40social,restaurant,raleigh,,,nc140social@gmail.com,(919) 525-3275,https://one40social.com/,website_scrape
"Proximo",proximo,restaurant,raleigh,,,info@proximonc.com,(919) 240-5074,https://www.proximonc.com/,website_scrape
"Top of the Hill Restaurant & Brewery",topofthehillrestaurantbrewery,cafe,raleigh,,,RALEIGH@RH.COM,(984) 789-3260,https://rh.com/us/en/raleigh/restaurant,website_scrape
"Oakleaf",oakleaf,restaurant,raleigh,,,OAKLEAFNC@GMAIL.COM,(984) 234-0054,https://oakleafnc.com/,website_scrape
"Bombolo",bombolo,restaurant,raleigh,,,user@domain.com,(919) 914-6374,https://bombolochapelhill.com/,website_scrape
"Glasshalfull",glasshalfull,restaurant,raleigh,,,jim@glasshalfull.net,(919) 967-9784,https://www.glasshalfull.net/,website_scrape
"Ole Time Barbecue",oletimebarbecue,bbq,raleigh,,,micah@micahrich.com,(919) 859-2544,https://oletimebarbecue.com/,website_scrape
"The Redneck BBQ Lab",theredneckbbqlab,bbq,raleigh,,,catering@theredneckbbqlab.com,(919) 938-8334,http://www.theredneckbbqlab.com/,website_scrape
"Prime Barbecue",primebarbecue,bbq,raleigh,,,catering@prime-bbq.com,(919) 373-8067,https://prime-bbq.com/,website_scrape
"Dampf Good BBQ",dampfgoodbbq,bbq,raleigh,,,info@dampfgoodbbq.com,(847) 387-7469,http://www.dampfgoodbbq.com/,website_scrape
"Oink N Moo",oinknmoo,restaurant,raleigh,,,info@oinknmoo.biz,(919) 559-6465,https://oinknmoo.biz/,domain_guess
"Lechon Latin BBQ & Bar",lechonlatinbbqbar,bbq,raleigh,,,lechonlatinbbq@gmail.com,(919) 793-9913,http://www.lechonlatinbbq.com/,website_scrape
"Chop Shop BBQ & Grill",chopshopbbqgrill,bbq,raleigh,,,info@yoursite.com,(919) 896-8101,https://chopshopbbq.com/,website_scrape
"Home - Taverna Agora - Greek Restaurant in Raleigh, NC",home-tavernaagora-greekrestaurantinralei,mediterranean,raleigh,,,WeCare@TavernaAgora.com,(919) 881-8333,https://www.tavernaagora.com/,website_scrape
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,raleigh,,,,,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,raleigh,,,,,,
"How North Carolina Became a Restaurant Powerhouse",hownorthcarolinabecamearestaurantpowerho,restaurant,raleigh,,,info@brisbanepowerhouse.org,(07) 3358 8600,https://brisbanepowerhouse.org/,website_scrape
"12 Valentine’s Day Restaurant Ideas for 2024",12valentinesdayrestaurantideasfor2024,restaurant,raleigh,,,RALEIGH@RH.COM,(984) 789-3260,https://rh.com/us/en/raleigh/restaurant,website_scrape
"Born and Raised",bornandraised,restaurant,sandiego,,,info@bornandraisedsteak.com,(619) 202-4577,http://bornandraisedsteak.com/,website_scrape
"Juniper and Ivy",juniperandivy,restaurant,sandiego,,,ttyson@crackshack.com,(619) 269-9036,https://www.juniperandivy.com/,website_scrape
"Freddy’s Chophouse",freddyschophouse,steakhouse,sandiego,,,bobby.gomez@gogohospitality.com,(619) 391-7575,http://freddyschophouse.com/,website_scrape
"Wolf In The Woods",wolfinthewoods,restaurant,sandiego,,,user@domain.com,(619) 234-2597,http://www.thewolfinthewoods.com/,website_scrape
"insideOUT",insideout,restaurant,sandiego,,,info@insideoutsd.com,(619) 888-8623,http://insideoutsd.com/,website_scrape
"Buon Appetito Restaurant",buonappetitorestaurant,restaurant,sandiego,,,trattoria_itrulli@yahoo.com,(619) 238-9880,https://www.buonappetitosandiego.com/,website_scrape
"Herb & Wood",herbwood,restaurant,sandiego,,,user@domain.com,(619) 955-8495,https://www.herbandwood.com/,website_scrape
"C Level Lounge",clevellounge,restaurant,sandiego,,,info@clevelsd.com,(619) 298-6802,https://www.clevelsd.com/,domain_guess
"The Fish Market",thefishmarket,seafood,sandiego,,,info@thefishmarket.com,(619) 232-3474,http://www.thefishmarket.com/,domain_guess
"La Puerta",lapuerta,restaurant,sandiego,,,info@your-domain.com,(619) 696-3466,https://lapuertasd.com/?utm_source=Business-Listings,website_scrape
"Werewolf",werewolf,restaurant,sandiego,,,info@thewerewolf.net,(619) 234-0094,http://www.thewerewolf.net/,domain_guess
"Osteria Panevino",osteriapanevino,restaurant,sandiego,,,info@osteriapanevino.com,(619) 595-7959,https://www.osteriapanevino.com/,domain_guess
"Union Kitchen and Tap Gaslamp",unionkitchenandtapgaslamp,restaurant,sandiego,,,hello@email.com,(619) 795-9463,https://gaslampunion.com/,website_scrape
"Zama San Diego",zamasandiego,restaurant,sandiego,,,info@zamasandiego.com,(619) 915-5789,https://www.zamasandiego.com/,domain_guess
"The Melt",themelt,restaurant,sandiego,,,info@themelt.com,(619) 356-7307,https://www.themelt.com/locations/san-diego/635-fifth-ave?utm_source=google&utm_medium=organic-local&utm_campaign=gbp,domain_guess
"The Smoking Goat",thesmokinggoat,restaurant,sandiego,,,tiffany_garges@piehlgroup.com,(619) 955-5295,http://www.thesmokinggoatrestaurant.com/,website_scrape
"One Door North",onedoornorth,restaurant,sandiego,,,info@onedoornorthsd.com,(619) 618-1285,http://www.onedoornorthsd.com/,domain_guess
"Cocina de Barrio North Park",cocinadebarrionorthpark,restaurant,sandiego,,,info@eatcocinadebarrio.com,(619) 432-1704,https://www.eatcocinadebarrio.com/,domain_guess
"RustiCucina",rusticucina,restaurant,sandiego,,,user@domain.com,(619) 310-5291,http://www.rusticucina.com/,website_scrape
"Carbon Angela’s Kitchen",carbonangelaskitchen,restaurant,sandiego,,,user@domain.com,(619) 890-1234,https://angelas.kitchen/,website_scrape
"Bacari North Park",bacarinorthpark,restaurant,sandiego,,,info@eatwithbacari.com,(323) 986-6763,https://www.eatwithbacari.com/,domain_guess
"Black Radish",blackradish,restaurant,sandiego,,,info@blckrdsh.com,(619) 269-1980,https://www.blckrdsh.com/,domain_guess
"Flora North Park",floranorthpark,restaurant,sandiego,,,info@floranorthpark.com,(619) 228-9570,https://www.floranorthpark.com/,website_scrape
"Casa Guadalajara Mexican Restaurant",casaguadalajaramexicanrestaurant,mexican,sandiego,,,info@casaguadalajara.com,(619) 295-5111,https://www.casaguadalajara.com/,domain_guess
"Ed Fernandez Restaurant Birrieria",edfernandezrestaurantbirrieria,restaurant,sandiego,,,ed.fernandez.birrieria@gmail.com,(619) 628-8235,https://edfernandezbirrieria.com/,website_scrape
"Old Town Mexican Cafe",oldtownmexicancafe,mexican,sandiego,,,info@oldtownmexcafe.com,(619) 297-4330,https://oldtownmexcafe.com/,domain_guess
"Casa de Reyes",casadereyes,restaurant,sandiego,,,info@casadereyesrestaurant.com,(619) 220-5040,http://casadereyesrestaurant.com/,domain_guess
"El Agave Restaurant & Tequileria",elagaverestauranttequileria,restaurant,sandiego,,,info@elagave.com,(619) 220-0692,http://www.elagave.com/,website_scrape
"La Casa Verde",lacasaverde,restaurant,sandiego,,,example@mysite.com,(619) 310-5339,https://www.lacasaverdesd.com/,website_scrape
"Tacos El Gordo",tacoselgordo,mexican,sandiego,,,media@tacoselgordobc.com,(619) 955-8220,https://tacoselgordobc.com/,website_scrape
"Louisiana Purchase",louisianapurchase,restaurant,sandiego,,,info@louisianapurchasesd.com,(619) 304-9767,https://www.louisianapurchasesd.com/,domain_guess
"Blue Water Seafood Market & Grill",bluewaterseafoodmarketgrill,seafood,sandiego,,,info@sdbluewater.com,(619) 497-0914,http://bluewaterseafoodsandiego.com/,website_scrape
"Portside Pier",portsidepier,restaurant,sandiego,,,info@portsidepier.com,(619) 719-4960,http://www.portsidepier.com/,domain_guess
"Ironside Fish & Oyster",ironsidefishoyster,seafood,sandiego,,,info@ironsidefishandoyster.com,(619) 269-3033,https://ironsidefishandoyster.com/,website_scrape
"Water Grill San Diego",watergrillsandiego,restaurant,sandiego,,,ajames@kingsseafood.com,(619) 717-6992,https://www.watergrill.com/sandiego,website_scrape
"The Fishery",thefishery,seafood,sandiego,,,info@thefishery.com,(858) 272-9985,http://www.thefishery.com/,website_scrape
"Point Loma Seafoods",pointlomaseafoods,seafood,sandiego,,,info@pointlomaseafoods.com,(619) 223-1109,http://www.pointlomaseafoods.com/,website_scrape
"Cove House",covehouse,restaurant,sandiego,,,enjoylife@covehouselajolla.com,(858) 999-0034,https://www.covehouselajolla.com/,website_scrape
"Georges at the Cove",georgesatthecove,restaurant,sandiego,,,user@domain.com,(858) 454-4244,https://www.georgesatthecove.com/,website_scrape
"The Cottage La Jolla",thecottagelajolla,restaurant,sandiego,,,info.lajolla@thecottagerestaurant.com,(858) 454-8409,https://www.cottagelajolla.com/,website_scrape
"Catania",catania,restaurant,sandiego,,,info@wnlhosp.com,(858) 551-5105,http://www.cataniasd.com/,website_scrape
"Puesto La Jolla",puestolajolla,restaurant,sandiego,,,info@eatpuesto.com,(858) 454-1260,https://www.eatpuesto.com/,domain_guess
"Beeside Balcony La Jolla",beesidebalconylajolla,restaurant,sandiego,,,info@beesidebalcony.com,(858) 833-0471,https://beesidebalcony.com/beeside-balcony-la-jolla/?utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,domain_guess
"NINE-TEN Restaurant & Bar",nine-tenrestaurantbar,restaurant,sandiego,,,info@nine-ten.com,(858) 964-5400,https://www.nine-ten.com/,website_scrape
"The Marine Room",themarineroom,restaurant,sandiego,,,sales@ljbtc.com,(858) 459-7222,https://www.marineroom.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,website_scrape
"Brockton Villa",brocktonvilla,restaurant,sandiego,,,info@brocktonvilla.com,(858) 454-7393,https://www.brocktonvilla.com/,domain_guess
"Madi",madi,restaurant,sandiego,,,user@domain.com,(619) 915-5522,http://brunchlikemadi.com/,website_scrape
"Morning Glory",morningglory,breakfast,sandiego,,,human@morninggloryrestaurant.com,(619) 629-0302,http://www.morningglorybreakfast.com/,website_scrape
"Hash House A Go Go",hashhouseagogo,restaurant,sandiego,,,info@hashhouseagogo.com,(619) 298-4646,https://www.hashhouseagogo.com/location/san-diego-california,domain_guess
